"chromosome","position","matched_gene_name"
"chr1",189699862,"WASH7P"
"chr1",189703098,"WASH7P"
"chr1",189706286,"WASH7P"
"chr1",189709101,"WASH7P"
"chr1",189710409,"WASH7P"
"chr1",189714983,"WASH7P"
"chr1",189716367,"WASH7P"
"chr1",189719074,"WASH7P"
"chr1",189720888,"WASH7P"
"chr1",189726167,"WASH7P"
"chr1",189734058,"WASH7P"
"chr1",189748529,"WASH7P"
"chr1",189752676,"WASH7P"
"chr1",189754360,"WASH7P"
"chr1",189754493,"WASH7P"
"chr1",189761918,"WASH7P"
"chr1",189762021,"WASH7P"
"chr1",189767703,"WASH7P"
"chr1",189768259,"WASH7P"
"chr1",189772431,"WASH7P"
"chr1",189773003,"WASH7P"
"chr1",189773972,"WASH7P"
"chr1",189779721,"WASH7P"
"chr1",189779949,"WASH7P"
"chr1",189783170,"WASH7P"
"chr1",189784573,"WASH7P"
"chr1",189789403,"WASH7P"
"chr1",189789642,"WASH7P"
"chr1",189795201,"WASH7P"
"chr1",189799696,"WASH7P"
"chr1",189801688,"WASH7P"
"chr1",189804017,"WASH7P"
"chr1",189805271,"WASH7P"
"chr1",189806375,"WASH7P"
"chr1",189806645,"WASH7P"
"chr1",189808111,"WASH7P"
"chr1",189811012,"WASH7P"
"chr1",189822088,"WASH7P"
"chr1",189822186,"WASH7P"
"chr1",189836669,"WASH7P"
"chr1",189836860,"WASH7P"
"chr1",189838913,"WASH7P"
"chr1",189847827,"WASH7P"
"chr1",189849223,"WASH7P"
"chr1",189851496,"WASH7P"
"chr1",189855979,"WASH7P"
"chr1",189857397,"WASH7P"
"chr1",189859863,"WASH7P"
"chr1",189866390,"WASH7P"
"chr1",189867155,"WASH7P"
"chr1",189869313,"WASH7P"
"chr1",189871947,"WASH7P"
"chr1",189872386,"WASH7P"
"chr1",189877009,"WASH7P"
"chr1",189909173,"WASH7P"
"chr1",189909464,"WASH7P"
"chr1",189914507,"WASH7P"
"chr1",189918585,"WASH7P"
"chr1",189936045,"WASH7P"
"chr1",189949855,"WASH7P"
"chr1",189974922,"WASH7P"
"chr1",189978985,"WASH7P"
"chr1",189982663,"WASH7P"
"chr1",189990787,"WASH7P"
"chr1",189993934,"WASH7P"
"chr1",189996574,"WASH7P"
"chr1",189999561,"WASH7P"
"chr1",190002311,"WASH7P"
"chr1",190040571,"WASH7P"
"chr1",190040898,"WASH7P"
"chr1",190041115,"WASH7P"
"chr1",190041178,"WASH7P"
"chr1",190044550,"WASH7P"
"chr1",190051640,"WASH7P"
"chr1",190053806,"WASH7P"
"chr1",190057929,"WASH7P"
"chr1",190067010,"WASH7P"
"chr1",190067563,"WASH7P"
"chr1",190068965,"WASH7P"
"chr1",190073576,"WASH7P"
"chr1",190075974,"WASH7P"
"chr1",190088550,"WASH7P"
"chr1",190094081,"WASH7P"
"chr1",190095035,"WASH7P"
"chr1",190097256,"WASH7P"
"chr1",190097612,"WASH7P"
"chr1",190101789,"WASH7P"
"chr1",190104924,"WASH7P"
"chr1",190110606,"WASH7P"
"chr1",190122222,"WASH7P"
"chr1",190130680,"WASH7P"
"chr1",190132901,"WASH7P"
"chr1",190139751,"WASH7P"
"chr1",190143523,"WASH7P"
"chr1",190148144,"WASH7P"
"chr1",190162620,"WASH7P"
"chr1",190180068,"WASH7P"
"chr1",190183087,"WASH7P"
"chr1",190183746,"WASH7P"
"chr1",190186503,"WASH7P"
"chr1",190189104,"WASH7P"
"chr1",190195645,"WASH7P"
"chr1",190207129,"WASH7P"
"chr1",190213366,"WASH7P"
"chr1",190217257,"WASH7P"
"chr1",190236653,"WASH7P"
"chr1",190249109,"WASH7P"
"chr1",190287705,"WASH7P"
"chr1",190302800,"WASH7P"
"chr1",190319167,"WASH7P"
"chr1",190322569,"WASH7P"
"chr1",190332402,"WASH7P"
"chr1",190337942,"WASH7P"
"chr1",190357498,"WASH7P"
"chr1",190361205,"WASH7P"
"chr1",190382547,"WASH7P"
"chr1",190402541,"WASH7P"
"chr1",190408858,"WASH7P"
"chr1",190416006,"WASH7P"
"chr1",190420611,"WASH7P"
"chr1",190430816,"WASH7P"
"chr1",190437201,"WASH7P"
"chr1",190441093,"WASH7P"
"chr1",190443814,"WASH7P"
"chr1",190449523,"WASH7P"
"chr1",190455836,"WASH7P"
"chr1",190464283,"WASH7P"
"chr1",190477123,"WASH7P"
"chr1",190486996,"WASH7P"
"chr1",190491448,"WASH7P"
"chr1",190503597,"WASH7P"
"chr1",190507497,"WASH7P"
"chr1",190523150,"WASH7P"
"chr1",190526877,"WASH7P"
"chr1",190528210,"WASH7P"
"chr1",190534836,"WASH7P"
"chr1",190535067,"WASH7P"
"chr1",190562512,"WASH7P"
"chr1",190562869,"WASH7P"
"chr1",190564570,"WASH7P"
"chr1",190564581,"WASH7P"
"chr1",190566940,"WASH7P"
"chr1",190580103,"WASH7P"
"chr1",190588976,"WASH7P"
"chr1",190590891,"WASH7P"
"chr1",190597905,"WASH7P"
"chr1",190601718,"WASH7P"
"chr1",190605514,"WASH7P"
"chr1",190612242,"WASH7P"
"chr1",190613238,"WASH7P"
"chr1",190625838,"WASH7P"
"chr1",190635207,"WASH7P"
"chr1",190639678,"WASH7P"
"chr1",190665001,"WASH7P"
"chr1",190665021,"WASH7P"
"chr1",190666650,"WASH7P"
"chr1",190681319,"WASH7P"
"chr1",190682403,"WASH7P"
"chr1",190686190,"WASH7P"
"chr1",190689299,"WASH7P"
"chr1",190695159,"WASH7P"
"chr1",190701567,"WASH7P"
"chr1",190701785,"WASH7P"
"chr1",190702754,"WASH7P"
"chr1",190706406,"WASH7P"
"chr1",190710720,"WASH7P"
"chr1",190712694,"WASH7P"
"chr1",190718328,"WASH7P"
"chr1",190718723,"WASH7P"
"chr1",190725683,"WASH7P"
"chr1",190727912,"WASH7P"
"chr1",190736430,"WASH7P"
"chr1",190740014,"WASH7P"
"chr1",190744170,"WASH7P"
"chr1",190749043,"WASH7P"
"chr1",190749902,"WASH7P"
"chr1",190766327,"WASH7P"
"chr1",190775660,"WASH7P"
"chr1",190776839,"WASH7P"
"chr1",190780651,"WASH7P"
"chr1",190791658,"WASH7P"
"chr1",190794962,"WASH7P"
"chr1",190795067,"WASH7P"
"chr1",190800664,"WASH7P"
"chr1",190804699,"WASH7P"
"chr1",190807613,"WASH7P"
"chr1",190825303,"WASH7P"
"chr1",190826491,"WASH7P"
"chr1",190827248,"WASH7P"
"chr1",190830415,"WASH7P"
"chr1",190844159,"WASH7P"
"chr1",190863884,"WASH7P"
"chr1",190881270,"WASH7P"
"chr1",190881850,"WASH7P"
"chr1",190925262,"WASH7P"
"chr1",190925794,"WASH7P"
"chr1",190926461,"WASH7P"
"chr1",190927729,"WASH7P"
"chr1",190952589,"WASH7P"
"chr1",190954250,"WASH7P"
"chr1",190954707,"WASH7P"
"chr1",190959873,"WASH7P"
"chr1",190963603,"WASH7P"
"chr1",190965253,"WASH7P"
"chr1",190970996,"WASH7P"
"chr1",190974276,"WASH7P"
"chr1",190983869,"WASH7P"
"chr1",190993273,"WASH7P"
"chr1",190994730,"WASH7P"
"chr1",190996804,"WASH7P"
"chr1",191008479,"WASH7P"
"chr1",191021016,"WASH7P"
"chr1",191035981,"WASH7P"
"chr1",191053463,"WASH7P"
"chr1",191065899,"WASH7P"
"chr1",191071731,"WASH7P"
"chr1",191081132,"WASH7P"
"chr1",191096837,"WASH7P"
"chr1",191147897,"WASH7P"
"chr1",191165515,"WASH7P"
"chr1",191169851,"WASH7P"
"chr1",191180500,"WASH7P"
"chr1",191181309,"WASH7P"
"chr1",191181929,"WASH7P"
"chr1",191184380,"WASH7P"
"chr1",191222400,"WASH7P"
"chr1",191226670,"WASH7P"
"chr1",191229903,"WASH7P"
"chr1",191251776,"WASH7P"
"chr1",191278756,"WASH7P"
"chr1",191288497,"WASH7P"
"chr1",191296702,"WASH7P"
"chr1",191303810,"WASH7P"
"chr1",191310112,"WASH7P"
"chr1",191317561,"WASH7P"
"chr1",191317844,"WASH7P"
"chr1",191332001,"WASH7P"
"chr1",191333287,"WASH7P"
"chr1",191340675,"WASH7P"
"chr1",191352056,"WASH7P"
"chr1",191380484,"WASH7P"
"chr1",191392920,"WASH7P"
"chr1",191402735,"WASH7P"
"chr1",191417509,"WASH7P"
"chr1",191422533,"WASH7P"
"chr1",191423393,"WASH7P"
"chr1",191459351,"WASH7P"
"chr1",191460097,"WASH7P"
"chr1",191461093,"WASH7P"
"chr1",191464333,"WASH7P"
"chr1",191477459,"WASH7P"
"chr1",191493344,"WASH7P"
"chr1",191509352,"WASH7P"
"chr1",191512302,"WASH7P"
"chr1",191522064,"WASH7P"
"chr1",191522143,"WASH7P"
"chr1",191532969,"WASH7P"
"chr1",191542380,"WASH7P"
"chr1",191552176,"WASH7P"
"chr1",191556283,"WASH7P"
"chr1",191577444,"WASH7P"
"chr1",191588892,"WASH7P"
"chr1",191602157,"WASH7P"
"chr1",191608262,"WASH7P"
"chr1",191617842,"WASH7P"
"chr1",191626408,"WASH7P"
"chr1",191630515,"WASH7P"
"chr1",191645506,"WASH7P"
"chr1",191648999,"WASH7P"
"chr1",191650035,"WASH7P"
"chr1",191650420,"WASH7P"
"chr1",191655614,"WASH7P"
"chr1",191657874,"WASH7P"
"chr1",191667844,"WASH7P"
"chr1",191669056,"WASH7P"
"chr1",191671166,"WASH7P"
"chr1",191672206,"WASH7P"
"chr1",191672954,"WASH7P"
"chr1",191673486,"WASH7P"
"chr1",191677151,"WASH7P"
"chr1",191698783,"WASH7P"
"chr1",191701246,"WASH7P"
"chr1",191706287,"WASH7P"
"chr1",191716388,"WASH7P"
"chr1",191720245,"WASH7P"
"chr1",191720271,"WASH7P"
"chr1",191745477,"WASH7P"
"chr1",191780378,"WASH7P"
"chr1",191782142,"WASH7P"
"chr1",191803842,"WASH7P"
"chr1",191806499,"WASH7P"
"chr1",191806948,"WASH7P"
"chr1",191819394,"WASH7P"
"chr1",191829834,"WASH7P"
"chr1",191835135,"WASH7P"
"chr1",191840030,"WASH7P"
"chr1",191850751,"WASH7P"
"chr1",191854738,"WASH7P"
"chr1",191867186,"WASH7P"
"chr1",191871796,"WASH7P"
"chr1",191892247,"WASH7P"
"chr1",191893421,"WASH7P"
"chr1",191895970,"WASH7P"
"chr1",191897119,"WASH7P"
"chr1",191898122,"WASH7P"
"chr1",191899311,"WASH7P"
"chr1",191906622,"WASH7P"
"chr1",191924678,"WASH7P"
"chr1",191927623,"WASH7P"
"chr1",191934862,"WASH7P"
"chr1",191942089,"WASH7P"
"chr1",191950272,"WASH7P"
"chr1",191953946,"WASH7P"
"chr1",191955114,"WASH7P"
"chr1",191959123,"WASH7P"
"chr1",191986275,"WASH7P"
"chr1",191993397,"WASH7P"
"chr1",192006007,"WASH7P"
"chr1",192013918,"WASH7P"
"chr1",192014728,"WASH7P"
"chr1",192032335,"WASH7P"
"chr1",192038907,"WASH7P"
"chr1",192047763,"WASH7P"
"chr1",192064010,"WASH7P"
"chr1",192086937,"WASH7P"
"chr1",192089892,"WASH7P"
"chr1",192105764,"WASH7P"
"chr1",192112217,"WASH7P"
"chr1",192122161,"WASH7P"
"chr1",192127147,"WASH7P"
"chr1",192130647,"WASH7P"
"chr1",192141929,"WASH7P"
"chr1",192145676,"WASH7P"
"chr1",192161344,"WASH7P"
"chr1",192182044,"WASH7P"
"chr1",192236902,"WASH7P"
"chr1",192239783,"WASH7P"
"chr1",192242712,"WASH7P"
"chr1",192243192,"WASH7P"
"chr1",192245934,"WASH7P"
"chr1",192256849,"WASH7P"
"chr1",192259926,"WASH7P"
"chr1",192260959,"WASH7P"
"chr1",192264406,"WASH7P"
"chr1",192267246,"WASH7P"
"chr1",192277460,"WASH7P"
"chr1",192279986,"WASH7P"
"chr1",192290515,"WASH7P"
"chr1",192306666,"WASH7P"
"chr1",192314099,"WASH7P"
"chr1",192326908,"WASH7P"
"chr1",192337295,"WASH7P"
"chr1",192339097,"WASH7P"
"chr1",192344405,"WASH7P"
"chr1",192346123,"WASH7P"
"chr1",192355045,"WASH7P"
"chr1",192409849,"WASH7P"
"chr1",192418297,"WASH7P"
"chr1",192438549,"WASH7P"
"chr1",192441544,"WASH7P"
"chr1",192442072,"WASH7P"
"chr1",192442150,"WASH7P"
"chr1",192445292,"WASH7P"
"chr1",192449792,"WASH7P"
"chr1",192449832,"WASH7P"
"chr1",192450115,"WASH7P"
"chr1",192452097,"WASH7P"
"chr1",192460955,"WASH7P"
"chr1",192461367,"WASH7P"
"chr1",192474126,"WASH7P"
"chr1",192492326,"WASH7P"
"chr1",192542053,"WASH7P"
"chr1",192552634,"WASH7P"
"chr1",192554677,"WASH7P"
"chr1",192572603,"WASH7P"
"chr1",192577922,"WASH7P"
"chr1",192578580,"WASH7P"
"chr1",192580782,"WASH7P"
"chr1",192582494,"WASH7P"
"chr1",192582546,"WASH7P"
"chr1",192583470,"WASH7P"
"chr1",192587179,"WASH7P"
"chr1",192589553,"WASH7P"
"chr1",192590330,"WASH7P"
"chr1",192590516,"WASH7P"
"chr1",192591324,"WASH7P"
"chr1",192592342,"WASH7P"
"chr1",192592415,"WASH7P"
"chr1",192592582,"WASH7P"
"chr1",192598544,"WASH7P"
"chr1",192599931,"WASH7P"
"chr1",192600068,"WASH7P"
"chr1",192601020,"WASH7P"
"chr1",192601577,"WASH7P"
"chr1",192609260,"WASH7P"
"chr1",192634560,"WASH7P"
"chr1",192647550,"WASH7P"
"chr1",192652450,"WASH7P"
"chr1",192662028,"WASH7P"
"chr1",192694872,"WASH7P"
"chr1",192701107,"WASH7P"
"chr1",192727452,"WASH7P"
"chr1",192735567,"WASH7P"
"chr1",192761375,"WASH7P"
"chr1",192775682,"WASH7P"
"chr1",192786864,"WASH7P"
"chr1",192788302,"WASH7P"
"chr1",192788953,"WASH7P"
"chr1",192790056,"WASH7P"
"chr1",192795690,"WASH7P"
"chr1",192799194,"WASH7P"
"chr1",192801803,"WASH7P"
"chr1",192815708,"WASH7P"
"chr1",192876677,"WASH7P"
"chr1",192894988,"WASH7P"
"chr1",192911571,"WASH7P"
"chr1",192914281,"WASH7P"
"chr1",192916351,"WASH7P"
"chr1",192919215,"WASH7P"
"chr1",192931052,"WASH7P"
"chr1",192941636,"WASH7P"
"chr1",192942978,"WASH7P"
"chr1",192947262,"WASH7P"
"chr1",192950242,"WASH7P"
"chr1",192962573,"WASH7P"
"chr1",192976218,"WASH7P"
"chr1",192980730,"WASH7P"
"chr1",192989015,"WASH7P"
"chr1",193011117,"WASH7P"
"chr1",193041493,"WASH7P"
"chr1",193065883,"WASH7P"
"chr1",193126116,"WASH7P"
"chr1",193164397,"WASH7P"
"chr1",193175373,"WASH7P"
"chr1",193176515,"WASH7P"
"chr1",193206043,"WASH7P"
"chr1",193210041,"WASH7P"
"chr1",193224258,"WASH7P"
"chr1",193241285,"WASH7P"
"chr1",193276536,"WASH7P"
"chr1",193296095,"WASH7P"
"chr1",193313753,"WASH7P"
"chr1",193329963,"WASH7P"
"chr1",193331666,"WASH7P"
"chr1",193336593,"WASH7P"
"chr1",193352957,"WASH7P"
"chr1",193355275,"WASH7P"
"chr1",193358719,"WASH7P"
"chr1",193367166,"WASH7P"
"chr1",193400571,"WASH7P"
"chr1",193414434,"WASH7P"
"chr1",193422168,"WASH7P"
"chr1",193442611,"WASH7P"
"chr1",193452230,"WASH7P"
"chr1",193455034,"WASH7P"
"chr1",193470352,"WASH7P"
"chr1",193472024,"WASH7P"
"chr1",193473509,"WASH7P"
"chr1",193474210,"WASH7P"
"chr1",193474571,"WASH7P"
"chr1",193476096,"WASH7P"
"chr1",193480454,"WASH7P"
"chr1",193480879,"WASH7P"
"chr1",193481266,"WASH7P"
"chr1",193486201,"WASH7P"
"chr1",193488381,"WASH7P"
"chr1",193491967,"WASH7P"
"chr1",193501104,"WASH7P"
"chr1",193524093,"WASH7P"
"chr1",193524461,"WASH7P"
"chr1",193547701,"WASH7P"
"chr1",193552205,"WASH7P"
"chr1",193561928,"WASH7P"
"chr1",193578779,"WASH7P"
"chr1",193579392,"WASH7P"
"chr1",193590980,"WASH7P"
"chr1",193601204,"WASH7P"
"chr1",193623264,"WASH7P"
"chr1",193634339,"WASH7P"
"chr1",193639188,"WASH7P"
"chr1",193650995,"WASH7P"
"chr1",193658552,"WASH7P"
"chr1",193665521,"WASH7P"
"chr1",193679698,"WASH7P"
"chr1",193680068,"WASH7P"
"chr1",193686298,"WASH7P"
"chr1",193687489,"WASH7P"
"chr1",193709469,"WASH7P"
"chr1",193712495,"WASH7P"
"chr1",193725647,"WASH7P"
"chr1",193725750,"WASH7P"
"chr1",193731120,"WASH7P"
"chr1",193731257,"WASH7P"
"chr1",193733074,"WASH7P"
"chr1",193742042,"WASH7P"
"chr1",193751019,"WASH7P"
"chr1",193751191,"WASH7P"
"chr1",193765770,"WASH7P"
"chr1",193772077,"WASH7P"
"chr1",193777532,"WASH7P"
"chr1",193784093,"WASH7P"
"chr1",193814187,"WASH7P"
"chr1",193820842,"WASH7P"
"chr1",193839189,"WASH7P"
"chr1",193861514,"WASH7P"
"chr1",193863897,"WASH7P"
"chr1",193895449,"WASH7P"
"chr1",193909728,"WASH7P"
"chr1",193912194,"WASH7P"
"chr1",193913980,"WASH7P"
"chr1",193917489,"WASH7P"
"chr1",193920403,"WASH7P"
"chr1",193921530,"WASH7P"
"chr1",193952418,"WASH7P"
"chr1",193954564,"WASH7P"
"chr1",193958085,"WASH7P"
"chr1",193973245,"WASH7P"
"chr1",193976113,"WASH7P"
"chr1",194007286,"WASH7P"
"chr1",194012810,"WASH7P"
"chr1",194013069,"WASH7P"
"chr1",194031823,"WASH7P"
"chr1",194044911,"WASH7P"
"chr1",194048534,"WASH7P"
"chr1",194053688,"WASH7P"
"chr1",194056841,"WASH7P"
"chr1",194063141,"WASH7P"
"chr1",194063356,"WASH7P"
"chr1",194067618,"WASH7P"
"chr1",194068760,"WASH7P"
"chr1",194082438,"WASH7P"
"chr1",194084662,"WASH7P"
"chr1",194101620,"WASH7P"
"chr1",194111697,"WASH7P"
"chr1",194120687,"WASH7P"
"chr1",194127012,"WASH7P"
"chr1",194137150,"WASH7P"
"chr1",194148226,"WASH7P"
"chr1",194161074,"WASH7P"
"chr1",194163392,"WASH7P"
"chr1",194169560,"WASH7P"
"chr1",194174006,"WASH7P"
"chr1",194178332,"WASH7P"
"chr1",194188873,"WASH7P"
"chr1",194189016,"WASH7P"
"chr1",194243385,"WASH7P"
"chr1",194247691,"WASH7P"
"chr1",194282691,"WASH7P"
"chr1",194298271,"WASH7P"
"chr1",194316563,"WASH7P"
"chr1",194323379,"WASH7P"
"chr1",194332623,"WASH7P"
"chr1",194338171,"WASH7P"
"chr1",194355337,"WASH7P"
"chr1",194360431,"WASH7P"
"chr1",194374029,"WASH7P"
"chr1",194378814,"WASH7P"
"chr1",194378825,"WASH7P"
"chr1",194382466,"WASH7P"
"chr1",194384411,"WASH7P"
"chr1",194386445,"WASH7P"
"chr1",194408026,"WASH7P"
"chr1",194433931,"WASH7P"
"chr1",194434443,"WASH7P"
"chr1",194443088,"WASH7P"
"chr1",194451175,"WASH7P"
"chr1",194453021,"WASH7P"
"chr1",194460568,"WASH7P"
"chr1",194462851,"WASH7P"
"chr1",194556757,"WASH7P"
"chr1",194561784,"WASH7P"
"chr1",194574153,"WASH7P"
"chr1",194577637,"WASH7P"
"chr1",194579689,"WASH7P"
"chr1",194602626,"WASH7P"
"chr1",194602714,"WASH7P"
"chr1",194603155,"WASH7P"
"chr1",194603812,"WASH7P"
"chr1",194615847,"WASH7P"
"chr1",194621271,"WASH7P"
"chr1",194636798,"WASH7P"
"chr1",194637852,"WASH7P"
"chr1",194640933,"WASH7P"
"chr1",194652709,"WASH7P"
"chr1",194666350,"WASH7P"
"chr1",194668626,"WASH7P"
"chr1",194672045,"WASH7P"
"chr1",194672920,"WASH7P"
"chr1",194677614,"WASH7P"
"chr1",194683525,"WASH7P"
"chr1",194696303,"WASH7P"
"chr1",194700737,"WASH7P"
"chr1",194701610,"WASH7P"
"chr1",194705263,"WASH7P"
"chr1",194707227,"WASH7P"
"chr1",194707841,"WASH7P"
"chr1",194733739,"WASH7P"
"chr1",194734400,"WASH7P"
"chr1",194738461,"WASH7P"
"chr1",194744119,"WASH7P"
"chr1",194752266,"WASH7P"
"chr1",194755231,"WASH7P"
"chr1",194798855,"WASH7P"
"chr1",194802203,"WASH7P"
"chr1",194803327,"WASH7P"
"chr1",194806208,"WASH7P"
"chr1",194813937,"WASH7P"
"chr1",194832985,"WASH7P"
"chr1",194846959,"WASH7P"
"chr1",194850066,"WASH7P"
"chr1",194873604,"WASH7P"
"chr1",194874495,"WASH7P"
"chr1",194876886,"WASH7P"
"chr1",194880559,"WASH7P"
"chr1",194884042,"WASH7P"
"chr1",194900370,"WASH7P"
"chr1",194901464,"WASH7P"
"chr1",194919806,"WASH7P"
"chr1",194920272,"WASH7P"
"chr1",194928524,"WASH7P"
"chr1",194930063,"WASH7P"
"chr1",194941234,"WASH7P"
"chr1",194941863,"WASH7P"
"chr1",194954909,"WASH7P"
"chr1",194971569,"WASH7P"
"chr1",194971775,"WASH7P"
"chr1",194971931,"WASH7P"
"chr1",194972083,"WASH7P"
"chr1",194976092,"WASH7P"
"chr1",194987381,"WASH7P"
"chr1",194991301,"WASH7P"
"chr1",194992042,"WASH7P"
"chr1",194996726,"WASH7P"
"chr1",195011378,"WASH7P"
"chr1",195023730,"WASH7P"
"chr1",195027355,"WASH7P"
"chr1",195035925,"WASH7P"
"chr1",195049656,"WASH7P"
"chr1",195049974,"WASH7P"
"chr1",195062287,"WASH7P"
"chr1",195073247,"WASH7P"
"chr1",195088469,"WASH7P"
"chr1",195089032,"WASH7P"
"chr1",195089741,"WASH7P"
"chr1",195113608,"WASH7P"
"chr1",195119060,"WASH7P"
"chr1",195119626,"WASH7P"
"chr1",195125850,"WASH7P"
"chr1",195145234,"WASH7P"
"chr1",195153780,"WASH7P"
"chr1",195172576,"WASH7P"
"chr1",195173715,"WASH7P"
"chr1",195185519,"WASH7P"
"chr1",195185789,"WASH7P"
"chr1",195195562,"WASH7P"
"chr1",195197781,"WASH7P"
"chr1",195200874,"WASH7P"
"chr1",195222563,"WASH7P"
"chr1",195253450,"WASH7P"
"chr1",195257121,"WASH7P"
"chr1",195257331,"WASH7P"
"chr1",195262937,"WASH7P"
"chr1",195270543,"WASH7P"
"chr1",195276665,"WASH7P"
"chr1",195278308,"WASH7P"
"chr1",195303966,"WASH7P"
"chr1",195308606,"WASH7P"
"chr1",195310847,"WASH7P"
"chr1",195311294,"WASH7P"
"chr1",195319157,"WASH7P"
"chr1",195327997,"WASH7P"
"chr1",195330057,"WASH7P"
"chr1",195333716,"WASH7P"
"chr1",195334345,"WASH7P"
"chr1",195371221,"WASH7P"
"chr1",195374658,"WASH7P"
"chr1",195381023,"WASH7P"
"chr1",195393874,"WASH7P"
"chr1",195394282,"WASH7P"
"chr1",195404911,"WASH7P"
"chr1",195413335,"WASH7P"
"chr1",195415124,"WASH7P"
"chr1",195417767,"WASH7P"
"chr1",195425383,"WASH7P"
"chr1",195431005,"WASH7P"
"chr1",195435135,"WASH7P"
"chr1",195438277,"WASH7P"
"chr1",195446974,"WASH7P"
"chr1",195450940,"WASH7P"
"chr1",195457278,"WASH7P"
"chr1",195474972,"WASH7P"
"chr1",195478156,"WASH7P"
"chr1",195479273,"WASH7P"
"chr1",195485728,"WASH7P"
"chr1",195507567,"WASH7P"
"chr1",195514197,"WASH7P"
"chr1",195518666,"WASH7P"
"chr1",195536987,"WASH7P"
"chr1",195546301,"WASH7P"
"chr1",195557948,"WASH7P"
"chr1",195562293,"WASH7P"
"chr1",195577200,"WASH7P"
"chr1",195587917,"WASH7P"
"chr1",195594372,"WASH7P"
"chr1",195600484,"WASH7P"
"chr1",195615649,"WASH7P"
"chr1",195626244,"WASH7P"
"chr1",195680233,"WASH7P"
"chr1",195689848,"WASH7P"
"chr1",195694182,"WASH7P"
"chr1",195716670,"WASH7P"
"chr1",195717471,"WASH7P"
"chr1",195718071,"WASH7P"
"chr1",195733690,"WASH7P"
"chr1",195739869,"WASH7P"
"chr1",195744029,"WASH7P"
"chr1",195752409,"WASH7P"
"chr1",195752716,"WASH7P"
"chr1",195755176,"WASH7P"
"chr1",195757826,"WASH7P"
"chr1",195761435,"WASH7P"
"chr1",195767465,"WASH7P"
"chr1",195772460,"WASH7P"
"chr1",195776838,"WASH7P"
"chr1",195781162,"WASH7P"
"chr1",195786749,"WASH7P"
"chr1",195788480,"WASH7P"
"chr1",195792176,"WASH7P"
"chr1",195861900,"WASH7P"
"chr1",195862228,"WASH7P"
"chr1",195863123,"WASH7P"
"chr1",195865081,"WASH7P"
"chr1",195865605,"WASH7P"
"chr1",195869771,"WASH7P"
"chr1",195879898,"WASH7P"
"chr1",195883003,"WASH7P"
"chr1",195884089,"WASH7P"
"chr1",195884908,"WASH7P"
"chr1",195889892,"WASH7P"
"chr1",195890049,"WASH7P"
"chr1",195893729,"WASH7P"
"chr1",195895217,"WASH7P"
"chr1",195897320,"WASH7P"
"chr1",195903165,"WASH7P"
"chr1",195923487,"WASH7P"
"chr1",195932546,"WASH7P"
"chr1",195933927,"WASH7P"
"chr1",195934780,"WASH7P"
"chr1",195939173,"WASH7P"
"chr1",195940570,"WASH7P"
"chr1",195943675,"WASH7P"
"chr1",195945143,"WASH7P"
"chr1",195946982,"WASH7P"
"chr1",195958321,"WASH7P"
"chr1",195959419,"WASH7P"
"chr1",195961866,"WASH7P"
"chr1",195962953,"WASH7P"
"chr1",195965497,"WASH7P"
"chr1",195966110,"WASH7P"
"chr1",195966192,"WASH7P"
"chr1",195969729,"WASH7P"
"chr1",195971379,"WASH7P"
"chr1",195972688,"WASH7P"
"chr1",195976265,"WASH7P"
"chr1",195981153,"WASH7P"
"chr1",195984512,"WASH7P"
"chr1",195987499,"WASH7P"
"chr1",195992952,"WASH7P"
"chr1",195998418,"WASH7P"
"chr1",196004157,"WASH7P"
"chr1",196008363,"WASH7P"
"chr1",196016486,"WASH7P"
"chr1",196020221,"WASH7P"
"chr1",196026818,"WASH7P"
"chr1",196028433,"WASH7P"
"chr1",196030378,"WASH7P"
"chr1",196034645,"WASH7P"
"chr1",196041197,"WASH7P"
"chr1",196043140,"WASH7P"
"chr1",196044843,"WASH7P"
"chr1",196045414,"WASH7P"
"chr1",196052414,"WASH7P"
"chr1",196055164,"WASH7P"
"chr1",196058002,"WASH7P"
"chr1",196058742,"WASH7P"
"chr1",196063475,"WASH7P"
"chr1",196070911,"WASH7P"
"chr1",196088183,"WASH7P"
"chr1",196092581,"WASH7P"
"chr1",196092996,"WASH7P"
"chr1",196111858,"WASH7P"
"chr1",196114488,"WASH7P"
"chr1",196115362,"WASH7P"
"chr1",196120688,"WASH7P"
"chr1",196127064,"WASH7P"
"chr1",196130796,"WASH7P"
"chr1",196134829,"WASH7P"
"chr1",196135852,"WASH7P"
"chr1",196136656,"WASH7P"
"chr1",196141356,"WASH7P"
"chr1",196150180,"WASH7P"
"chr1",196155179,"WASH7P"
"chr1",196155878,"WASH7P"
"chr1",196167794,"WASH7P"
"chr1",196169590,"WASH7P"
"chr1",196171772,"WASH7P"
"chr1",196182381,"WASH7P"
"chr1",196197148,"WASH7P"
"chr1",196198649,"WASH7P"
"chr1",196198698,"WASH7P"
"chr1",196239760,"WASH7P"
"chr1",196254605,"WASH7P"
"chr1",196287368,"WASH7P"
"chr1",196317509,"WASH7P"
"chr1",196322847,"WASH7P"
"chr1",196335733,"WASH7P"
"chr1",196340998,"WASH7P"
"chr1",196355275,"WASH7P"
"chr1",196360232,"WASH7P"
"chr1",196362703,"WASH7P"
"chr1",196370525,"WASH7P"
"chr1",196377423,"WASH7P"
